Index,Name,ActionCategory,ClassJob,BehaviourType,ClassJobLevel,IsRoleAction,Range,PrimaryCost{Type},PrimaryCost{Value},SecondaryCost{Type},SecondaryCost{Value},Action{Combo},PreservesCombo,Cast<100ms>,Recast<100ms>,CooldownGroup,AdditionalCooldownGroup,MaxCharges,AttackType,Aspect,ActionProcStatus,Status{GainSelf},ClassJobCategory,,AffectsPosition,Omen,IsPlayerAction
35325,,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35326,attack,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35327,attack,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
35328,Sunbeam,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35329,Sunbeam,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
35330,,4,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35331,Dawn of Time,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
35332,,1,-1,0,0,FALSE,3,0,0,0,0,0,TRUE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35333,Might and Magic,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35334,,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35335,,0,0,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35336,,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35337,,4,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35338,First Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35339,Second Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35340,Third Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35341,First Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35342,Second Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35343,Third Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35344,First Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35345,Second Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35346,Third Form,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35347,Living Muse,4,42,0,30,FALSE,0,0,0,73,0,0,TRUE,0,400,19,71,2,0,0,0,0,197,FALSE,FALSE,0,TRUE
35348,Steel Muse,4,42,0,50,FALSE,0,0,0,73,0,0,TRUE,0,600,20,72,1,0,0,0,0,197,FALSE,FALSE,0,TRUE
35349,Scenic Muse,4,42,0,70,FALSE,0,0,0,73,0,0,TRUE,0,1200,21,0,0,0,0,0,0,197,FALSE,FALSE,0,TRUE
35350,Quintessence,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35351,Quintessence,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35352,Quintessence,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35353,Quintessence,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35354,Quintessence,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,48,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35355,Quintessence,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,48,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35356,Quintessence,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,48,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35357,,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,5,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35358,,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,5,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35359,,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,5,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35360,,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,5,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35361,,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,5,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35362,The Builder's Art,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
35363,The Destroyer's Might,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
35364,The Warden's Radiance,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
35365,The Traders' Equity,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
35366,The Matron's Plenty,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,4,0,0,0,FALSE,FALSE,0,FALSE
35367,The Keeper's Gravity,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,4,0,0,0,FALSE,FALSE,0,FALSE
35368,The Fury's Ambition,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
35369,The Lover's Devotion,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,2,0,0,0,FALSE,FALSE,0,FALSE
35370,The Scholar's Wisdom,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35371,The Spinner's Cunning,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35372,Eudaimon Eorzea,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,222,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35373,The Navigator's Command,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,3,0,0,0,FALSE,FALSE,0,FALSE
35374,The Wanderer's Whimsy,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,3,0,0,0,FALSE,FALSE,0,FALSE
35375,the Whorl,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
35376,Love's Light,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35377,Full Bright,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35378,Time and Tide,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,60,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35379,First Blush,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,103,0,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
35380,First Blush,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,123,0,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
35381,First Blush,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,143,0,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
35382,First Blush,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,163,0,0,0,0,5,7,0,0,0,FALSE,FALSE,2,FALSE
35383,Hydrostasis,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,40,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35384,Hydrostasis,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,5,6,0,0,0,FALSE,FALSE,450,FALSE
35385,Hydrostasis,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,100,0,0,0,0,5,6,0,0,0,FALSE,FALSE,450,FALSE
35386,Hydrostasis,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,130,0,0,0,0,5,6,0,0,0,FALSE,FALSE,450,FALSE
35387,Solar Fans,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35388,Solar Fans,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,40,0,0,0,0,5,1,0,0,0,FALSE,FALSE,2,FALSE
35389,Radiant Rhythm,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35390,,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35391,Radiant Flight,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,1,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
35392,Radiant Finish,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35393,Radiant Flourish,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,1,0,0,0,FALSE,FALSE,181,FALSE
35394,Microcosmos,4,-1,0,0,FALSE,0,0,0,0,0,0,TRUE,0,30,58,0,0,0,7,0,0,0,FALSE,FALSE,0,FALSE
35395,Hieroglyphika,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35396,Hieroglyphika,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
35397,,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35398,,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35399,Hand of the Destroyer,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,75,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35400,Hand of the Destroyer,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,75,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35401,Hand of the Destroyer,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,3,7,0,0,0,FALSE,FALSE,2,FALSE
35402,Hand of the Destroyer,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,3,7,0,0,0,FALSE,FALSE,2,FALSE
35403,Matron's Breath,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35404,Blueblossoms,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
35405,Giltblossoms,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
35406,Torrential Tridents,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,20,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35407,Landing,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35408,Lightning Bolt,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,5,0,0,0,FALSE,FALSE,181,FALSE
35409,,4,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,15,0,0,0,0,3,7,0,0,0,FALSE,FALSE,179,FALSE
35410,Byregot's Strike,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,60,0,0,0,0,3,7,0,0,0,FALSE,FALSE,109,FALSE
35411,Byregot's Strike,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,67,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35412,Byregot's Strike,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,67,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
35413,Thousandfold Thrust,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35414,Thousandfold Thrust,3,-1,14,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35415,Thousandfold Thrust,3,-1,11,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35416,Thousandfold Thrust,3,-1,65,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35417,Thousandfold Thrust,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,63,0,0,0,0,2,7,0,0,0,FALSE,FALSE,107,FALSE
35418,Thousandfold Thrust,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
35419,"As Above, So Below",2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
35420,"As Above, So Below",2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,1,0,0,0,FALSE,FALSE,0,FALSE
35421,Dual Blows,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,1,7,0,0,0,FALSE,FALSE,107,FALSE
35422,Dual Blows,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,105,0,0,0,0,1,7,0,0,0,FALSE,FALSE,107,FALSE
35423,Dual Blows,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,1,7,0,0,0,FALSE,FALSE,107,FALSE
35424,Dual Blows,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,105,0,0,0,0,1,7,0,0,0,FALSE,FALSE,107,FALSE
35425,Sentryfugal Slash,3,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,1,7,0,0,0,FALSE,FALSE,0,FALSE
35426,Warning Spike,3,-1,0,0,FALSE,10,0,0,0,0,0,TRUE,30,60,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
35427,Split Shot,3,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,60,0,0,0,2,7,0,0,0,FALSE,FALSE,0,FALSE
35428,Grenado Shot,3,-1,0,0,FALSE,15,0,0,0,0,0,FALSE,30,40,0,0,0,2,7,0,0,0,FALSE,FALSE,1,FALSE
35429,Climbing Shot,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,3,0,0,0,FALSE,FALSE,0,FALSE
35430,Climbing Shot,3,-1,14,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,3,0,0,0,FALSE,FALSE,0,FALSE
35431,Climbing Shot,3,-1,65,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,3,0,0,0,FALSE,FALSE,0,FALSE
35432,Climbing Shot,3,-1,11,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,3,0,0,0,FALSE,FALSE,0,FALSE
35433,Soaring Minuet,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,70,0,0,0,0,5,3,0,0,0,FALSE,FALSE,0,FALSE
35434,,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,7,0,0,0,FALSE,FALSE,0,FALSE
35435,Rolling Spout,2,-1,0,0,FALSE,0,2,0,0,0,0,FALSE,200,0,0,0,0,5,7,0,0,0,FALSE,FALSE,514,FALSE
35436,Flail Smash,3,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,200,0,0,0,0,3,7,0,0,0,FALSE,FALSE,27,FALSE
35437,Aero II,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,200,0,0,0,0,5,3,0,0,0,FALSE,FALSE,2,FALSE
35438,Water III,2,-1,0,0,FALSE,50,0,0,0,0,0,FALSE,40,300,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35439,Pelagic Cleaver,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,400,0,0,0,5,6,0,0,0,TRUE,FALSE,3,FALSE
35440,Flood,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,300,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35441,Burst,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35442,Flood,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,300,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35443,Burst,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35444,Ring of Skylight,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,TRUE,FALSE,535,FALSE
35445,Skylight Cross,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,7,0,0,0,TRUE,FALSE,536,FALSE
35446,Skylight,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,7,0,0,0,FALSE,FALSE,1,FALSE
35447,,4,-1,8,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35448,,1,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35449,Spring Crystals,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,22,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35450,衝撃,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35451,衝撃,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35452,Saturate,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35453,Saturate,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,10,0,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35454,Saturate,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,5,6,0,0,0,FALSE,FALSE,2,FALSE
35455,Saturate,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,10,0,0,0,0,5,6,0,0,0,FALSE,FALSE,2,FALSE
35456,Bubble Net,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,41,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35457,Bubble Net,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35458,Riptide,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35459,Fetters,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35460,Fluke Typhoon,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35461,Fluke Typhoon,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,3,0,0,0,FALSE,FALSE,296,FALSE
35462,Strewn Bubbles,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,22,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35463,Sphere Shatter,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35464,Blowing Bubbles,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,22,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35465,Riptide,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35466,Fetters,4,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35467,Hydrosurge,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,52,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35468,Hydrosurge,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,60,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35469,Water,2,-1,0,0,FALSE,25,0,0,0,0,0,FALSE,0,30,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35470,Summon,2,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,30,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35471,Fluke Typhoon,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,5,3,0,0,0,FALSE,FALSE,296,FALSE
35472,,3,-1,28,0,FALSE,100,0,0,0,0,0,FALSE,20,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35473,Impact,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,110,0,0,0,0,3,7,0,0,0,FALSE,FALSE,2,FALSE
35474,Roar,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35475,Bubble Net,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,41,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35476,Bubble Net,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35477,Updraft,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,60,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35478,Updraft,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,80,0,0,0,0,5,3,0,0,0,FALSE,FALSE,523,FALSE
35479,Hundred Lashings,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,155,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35480,Hundred Lashings,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,144,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35481,Hundred Lashings,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,155,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35482,Shock,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,97,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
35483,Aerial Shock,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,86,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35484,Aerial Shock,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,97,0,0,0,0,5,5,0,0,0,FALSE,FALSE,0,FALSE
35485,Receding Twintides,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35486,Near Tide,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,15,0,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35487,Encroaching Twintides,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,5,6,0,0,0,FALSE,FALSE,416,FALSE
35488,Far Tide,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,15,0,0,0,0,5,6,0,0,0,FALSE,FALSE,416,FALSE
35489,Hydrobomb,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,22,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35490,Hydrobomb,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,30,0,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35491,Hydroblast,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35492,Hydroblast,3,-1,0,0,FALSE,100,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35493,Tidal Roar,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,50,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35494,Tidal Roar,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,5,6,0,0,0,FALSE,FALSE,0,FALSE
35495,,1,-1,0,0,FALSE,3,0,0,0,0,0,FALSE,0,0,0,0,0,3,7,0,0,0,FALSE,FALSE,0,FALSE
35496,Spring Crystals,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,22,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35497,衝撃,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35498,衝撃,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
35499,Saturate,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,10,0,0,0,0,5,6,0,0,0,FALSE,FALSE,1,FALSE
35500,Saturate,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,10,0,0,0,0,5,6,0,0,0,FALSE,FALSE,2,FALSE
35501,Bubble Net,3,-1,0,0,FALSE,0,0,0,0,0,0,FALSE,41,0,0,0,0,0,0,0,0,0,FALSE,FALSE,0,FALSE
