Index,Job,Name,Description,Cast,Cooldown
2882,,Rend Mind,"Lowers target's magic damage dealt by 5%.
Duration: 10s
Shares a recast timer with Dismantle.",0.0,90.0
2883,,Suppressive Fire,"Delivers an attack with a potency of 100.
Additional Effect: Stun
Duration: 2s
Shares a recast timer with Head Graze.",0.0,25.0
2884,,Foot Graze,"Binds target.
Duration: 12s (PvP 8s)
Cancels auto-attack upon execution.
Shares a recast timer with Leg Graze.",0.0,20.0
2885,,Hypercharge,"Overcharges your autoturret, increasing its normal attack potency.
Duration: 20s
Can only be executed while a turret is deployed.",0.0,120.0
2886,,Head Graze,"Delivers an attack with a potency of 100.
Additional Effect: Silence
Duration: 2s/
Shares a recast timer with Suppressive Fire.",0.0,25.0
2888,,Blank,Deals a 15-yalm knockback.,0.0,30.0
2889,,Promotion,"Disables a turret's attack mode. Rooks will instead create a 20-yalm radius TP-regeneration field./ Bishops will create an MP-regeneration field./ Caster MP is slowly drained while autoturret is promoted./
Hypercharge Effect: Regeneration potency is doubled/
Attack mode is reactivated upon reuse.
Can only be executed while a turret is deployed.",0.0,5.0
2891,,Volley Fire,"Delivers an attack with a potency of 80.
Hypercharge Potency: 120
Hypercharge Effect: Increases target's physical damage taken by 5%
Duration: 10s",0.0,0.1
2892,,Aether Mortar,"Deals unaspected damage to all nearby enemies with a potency of 60.
Hypercharge Potency: 90
Hypercharge Effect: Increases target's magic damage taken by 5%
Duration: 10s",0.0,3.0
3359,,Aegis Boon,"Reduces damage taken by self and nearby party members by 25%.
Duration: 10s
Can only be executed while the Adrenaline Gauge is full.",0.0,0.0
3360,,Raw Destruction,"Delivers an attack with a potency of 10,000.
Damage dealt is not affected by increased or decreased damage effects applied by players.
Can only be executed while the Adrenaline Gauge is full.",2.0,0.0
3361,,Cometeor,"Deals magic damage to enemies near point of impact with a potency of 4,000.
Additional Effect: Increases target's damage taken by 25%
Duration: 10s
Damage dealt is not affected by increased or decreased damage effects applied by players.
Can only be executed while the Adrenaline Gauge is full.",2.0,0.0
3362,,Empyrean Rain,"Restores 50% of own HP and the HP of all nearby party members.
Additional Effect: Removes Stun, Sleep, Bind, Heavy, and Silence
Can only be executed while the Adrenaline Gauge is full.",0.0,0.0
3487,,Turret Retrieval,Removes an autoturret from the battlefield.,0.0,5.0
3544,,Purification,"Restores 300 TP.
Additional Effect: Reduces enmity by half
Can only be executed while under the effect of the Fifth Chakra. The five chakra close upon execution.",0.0,120.0
3546,,Meditation,"Opens a chakra. Up to five chakra can be opened at once.
Opens all five chakra when used outside of combat.
Triggers the cooldown of weaponskills upon execution.
Conversely, execution of weaponskills triggers the cooldown of this action.

※Action changes to The Forbidden Chakra/Steel Peak/Steel Peak/ when all five chakra are open.",0.0,1.0
3548,,Deliverance,"Increases damage dealt by 5%.
Effect ends upon reuse.

Using certain actions while under the effect of Deliverance will add to your Beast Gauge, increasing critical hit rate by a maximum of 10%. The Beast Gauge returns to 0 when Deliverance ends.
Cannot be used with Defiance.
Shares a recast timer with Defiance.",0.0,10.0
3553,,Blood of the Dragon,"/Increases potency of High Jump and Spineshatter Dive by 30%.
Duration: 30/20/s/Increases potency of Jump and Spineshatter Dive by 30%.
Duration: 30/20/s/Increases potency of Jump and Spineshatter Dive by 30%.
Duration: 30/20/s/
Additional Effect: Grants Fang and Claw Bared upon successfully executing Full Thrust, or Wheel in Motion upon successfully executing Chaos Thrust
Duration: 10s
Effects end upon use or upon using a weaponskill other than Fang and Claw or Wheeling Thrust./
Additional Effect: Grants Fang and Claw Bared upon successfully executing Full Thrust
Duration: 10s
Effect ends upon use or upon using a weaponskill other than Fang and Claw./
Cannot be executed while under the effect of Life of the Dragon.",0.0,25.0
3564,,Shadewalker,"Grants target party member the effect of Silhouette, diverting to target 80% of all enmity generated by caster. No effect when target is under the effect of Shadewalker.
Duration: 15s",0.0,120.0
3565,,Smoke Screen,"Creates a wall of smoke, reducing enmity generation of a single party member.
Duration: 20s",0.0,180.0
3567,,Duality,"Doubles the number of strikes for a single-target weaponskill. Combo bonuses and additional effects will only be applied once.
Duration: 10s",0.0,90.0
3572,,Aero III,"Deals wind damage with a potency of 50 to target and all enemies nearby it.
Additional Effect: Wind damage over time
Potency: 40
Duration: 24s",2.5,2.5
3574,,Sharpcast,"Ensures the next Scathe, Fire, Paradox, or Thunder spell cast will, for the first hit, trigger Scathe's additional effect, Firestarter, or Thundercloud.
Duration: 30s/
Maximum Charges: 2",0.0,60.0
3575,,Enochian,"Increases magic damage dealt by 15/10/5/%./ Also allows the casting of Blizzard IV, Fire IV, Despair, and Umbral Soul./  Also allows the casting of Blizzard IV,  Fire IV, and Despair./ Also allows the casting of Blizzard IV and Fire IV./ Also allows the casting of Blizzard IV and Fire IV./  Also allows the casting of Blizzard IV,  Fire IV, and Despair./ Also allows the casting of Blizzard IV and Fire IV./ Also allows the casting of Blizzard IV and Fire IV./ Also allows the casting of Blizzard IV./ Additional Effect: Grants Polyglot if Enochian is maintained for 30s Maximum Stacks: 2 Can only be executed while under the effect of Astral Fire or Umbral Ice. Effect is canceled if Astral Fire or Umbral Ice ends.",0.0,30.0
3580,,Tri-disaster,"Deals unaspected damage with a potency of 150.
Additional Effect: Afflicts target with Bio III and Miasma III/Bio II and Miasma/Bio II and Miasma/
Duration: 30s",0.0,50.0
3590,,Draw,"Draws a card (arcanum) from your divining deck. Only one arcanum can be drawn at a time.
Arcanum effect can be triggered using the action Play.
Additional Effect: Restores 5% of maximum MP Additional Effect: Grants Clarifying Draw, allowing the execution of Redraw Maximum Charges: 2",0.0,30.0
3591,,Royal Road,"Return the currently drawn arcanum back to your deck to enhance the effect of the next card.
Bole and Balance: 150% potency
Arrow and Spear: Doubled duration
Ewer and Spire: 50% potency, extends effect to nearby targets",0.0,15.0
3592,,Spread,"Add the currently drawn arcanum to your spread where it is kept indefinitely. Execute again to use the card.
Recast timer cooldown will begin once the held card is read or returned to your deck.",0.0,30.0
3593,,Redraw,"Draws a different arcanum from your deck.
Can only be executed while under the effect of Clarifying Draw.",0.0,1.0
3597,,Stella,"Deals unaspected damage with a potency of 100.
Additional Effect: Heavy +40%
Duration: 20s (PvP 8s)",2.5,2.5
3602,,Exalted Detriment,Removes a single detrimental effect from target.,1.0,2.5
3604,,Diurnal Sect,"Adds Regen to certain actions./
Cannot be used with Nocturnal Sect.
Shares a recast timer with Nocturnal Sect.
Effect cannot be removed while in combat./
Effect ends upon reuse.",0.0,5.0
3605,,Nocturnal Sect,"Adds a damage-nullifying barrier to certain actions. Also increases MP cost of Aspected Benefic.
Cannot be used with Diurnal Sect.
Shares a recast timer with Diurnal Sect.
Effect cannot be removed while in combat.
Effect ends upon reuse.",0.0,5.0
3607,,Luminiferous Aether,"Reduces enmity generation.
Additional Effect: Refresh
Refresh Potency: 80/60/
Duration: 24s",0.0,120.0
3609,,Disable,"Reduces the potency of target's attacks by 10/5/%.
Duration: 6s",0.0,60.0
3611,,Time Dilation,Extends the duration of beneficial effects you cast on a party member by 15 seconds.,0.0,90.0
3616,,Celestial Opposition,"Stuns all nearby enemies.
Duration: 4s
Also extends duration of beneficial effects cast on self and party members by 10 seconds.",0.0,120.0
3618,,Shadowskin,"Reduces damage taken by 20/15/%.
Duration: 20s",0.0,90.0
3619,,Spinning Slash,"Delivers an attack with a potency of 100.
Additional Effect: Increased enmity
Combo Action: Hard Slash
Combo Potency: 220",0.0,2.5
3620,,Scourge,"Delivers an attack with a potency of 100.
Additional Effect: Damage over time
Potency: 40
Duration: 30/18/s",0.0,2.5
3622,,Low Blow,"Delivers an attack with a potency of 100.
Additional Effect: Stun
Duration: 5s (PvP 3s)
Additional Effect: 30% chance that next parry will reset the recast timer",0.0,25.0
3626,,Reprisal,"Delivers an attack with a potency of 210.
Can only be executed immediately after parrying an attack.
Additional Effect: Lowers target's damage dealt by 10%
Duration: 20s",0.0,60.0
3627,,Power Slash,"Delivers an attack with a potency of 100.
Additional Effect: Increased enmity
Combo Action: Spinning Slash
Combo Potency: 300/
Dark Arts Potency:  240
Dark Arts Combo Potency: 440
Dark Arts Combo Effect: Increased enmity
Dark Arts fades upon execution.",0.0,2.5
3628,,Darkside,"Increases damage dealt by 20%. MP regeneration stops during battle and Refresh statuses granted by others have no effect.
Effect ends upon reuse.",0.0,5.0
3630,,Dark Dance,"Increases parry rate by 30/20/%. Can only be executed while succumbing to the Darkside.
Duration: 20s/
Dark Arts Effect: Evasion increased by 20%
Dark Arts fades upon execution.",0.0,60.0
3631,,Blood Price,"Restores partial MP when damage is taken.
Duration: 15s/
Additional Effect: Increases Blood Gauge by 1 every time you suffer damage and another 4 over time while in battle/
Can only be used while under the effect of Grit. Effect is canceled if Grit ends.",0.0,40.0
3633,,Dark Passenger,"Deals unaspected damage with a potency of 140 to all enemies in a straight line before you.
Additional Effect: Increased enmity
Can only be executed when succumbing to the Darkside./
Dark Arts Potency: 280
Dark Arts Effect: Blind
Duration: 15s
Dark Arts fades upon execution.",0.0,60.0
3635,,Dark Arts,"Attune with the darkness within you, increasing the potency of several actions. Can only be executed when succumbing to the Darkside. Effect fades if Darkside is canceled.
Duration: 10s",0.0,2.0
3637,,Delirium,"Delivers an attack with a potency of 100.
Combo Action: Syphon Strike
Combo Potency: 280
Combo Bonus: Reduces target's INT by 10%
Duration: 20s
Effect does not stack with Dragon Kick.",0.0,2.5
3640,,Plunge,Delivers a jumping attack with a potency of 150. Maximum Charges: 2 Cannot be executed while bound.,0.0,30.0
3642,,Sole Survivor,"Marks target with the status Another Victim. If that target should be KO'd in battle before the effect expires, 30% of your maximum HP and MP will be restored. If the effect expires first, 20% of your maximum HP and MP will be restored instead.
Duration: 15s",0.0,120.0
4074,,Collector's Glove,Utilize your expansive knowledge of mining to uncover collectables amongst regular items.,0.0,0.0
4075,,Methodical Appraisal,"Appraise a gathering node for collectables.

Increases item rarity by perception x1.
Increases item wear by 10.
Uses one gathering attempt.",0.0,0.0
4076,,Instinctual Appraisal,"Appraise a gathering node for collectables.

Increases item rarity by perception x0.8-1.5.
Increases item wear by 10.
Uses one gathering attempt.",0.0,0.0
4077,,Impulsive Appraisal,"Appraise a gathering node for collectables.

Increases item rarity by perception x0.9.
Increases item wear by 10.

Additional Effect: 30% chance Discerning Eye activates
Uses one gathering attempt.",0.0,0.0
4078,,Discerning Eye,Improves next item rarity increase by 50%.,0.0,0.0
4079,,Utmost Caution,Reduces next item wear increase by 10.,0.0,0.0
4080,,Deep Breath,Nullifies item wear increase for one of the next three appraisal attempts.,0.0,0.0
4082,,Dredge,Increases the chance of obtaining an HQ item on your next gathering attempt by 10%. Does not increase chances for items which start at 0%.,0.0,0.0
4083,,Dredge II,Increases the chance of obtaining an HQ item on your next gathering attempt by 20%. Does not increase chances for items which start at 0%.,0.0,0.0
4084,,Single Mind,Execute an appraisal without using a gathering attempt.,0.0,0.0
4085,,Last Ditch,Increases the collectability of an item. Can only be executed when item wear is beyond its maximum.,0.0,0.0
4088,,Collector's Glove,Utilize your expansive knowledge of botany to uncover collectables amongst regular items.,0.0,0.0
4089,,Methodical Appraisal,"Appraise a gathering node for collectables.

Increases item rarity by perception x1.
Increases item wear by 10.
Uses one gathering attempt.",0.0,0.0
4090,,Instinctual Appraisal,"Appraise a gathering node for collectables.

Increases item rarity by perception x0.8-1.5.
Increases item wear by 10.
Uses one gathering attempt.",0.0,0.0
4091,,Impulsive Appraisal,"Appraise a gathering node for collectables.

Increases item rarity by perception x0.9.
Increases item wear by 10.

Additional Effect: 30% chance Discerning Eye activates
Uses one gathering attempt.",0.0,0.0
4092,,Discerning Eye,Improves next item rarity increase by 50%.,0.0,0.0
4093,,Utmost Caution,Reduces next item wear increase by 10.,0.0,0.0
4094,,Deep Breath,Nullifies item wear increase for one of the next three appraisal attempts.,0.0,0.0
4096,,Prune,Increases the chance of obtaining an HQ item on your next gathering attempt by 10%. Does not increase chances for items which start at 0%.,0.0,0.0
4097,,Prune II,Increases the chance of obtaining an HQ item on your next gathering attempt by 20%. Does not increase chances for items which start at 0%.,0.0,0.0
4098,,Single Mind,Execute an appraisal without using a gathering attempt.,0.0,0.0
4099,,Last Ditch,Increases the collectability of an item. Can only be executed when item wear is beyond its maximum.,0.0,0.0
4249,,Terminal Velocity,"Delivers an attack with a potency of 6,000 to all enemies in a straight line before you.
Additional Effect: Reduces target's HP recovered by healing actions by 25%
Duration: 10s
Damage dealt is not affected by increased or decreased damage effects applied by players.
Can only be executed while the Adrenaline Gauge is full.",1.5,0.0
4401,,the Balance,"Increases damage dealt by a party member or self by 6% if target is melee DPS or tank, or 3% for all other roles.
Duration: 15s Additional Effect: Grants a Solar Sign when used in combat Only one arcanum effect can be applied to a target at a time.

※This action cannot be assigned to a hotbar.",0.0,1.0
4402,,the Arrow,"Increases damage dealt by a party member or self by 6% if target is melee DPS or tank, or 3% for all other roles.
Duration: 15s Additional Effect: Grants a Lunar Sign when used in combat Only one arcanum effect can be applied to a target at a time.

※This action cannot be assigned to a hotbar.",0.0,1.0
4403,,the Spear,"Increases damage dealt by a party member or self by 6% if target is melee DPS or tank, or 3% for all other roles.
Duration: 15s Additional Effect: Grants a Celestial Sign when used in combat Only one arcanum effect can be applied to a target at a time.

※This action cannot be assigned to a hotbar.",0.0,1.0
4404,,the Bole,"Increases damage dealt by a party member or self by 6% if target is ranged DPS or healer, or 3% for all other roles.
Duration: 15s Additional Effect: Grants a Solar Sign when used in combat Only one arcanum effect can be applied to a target at a time.

※This action cannot be assigned to a hotbar.",0.0,1.0
4405,,the Ewer,"Increases damage dealt by a party member or self by 6% if target is ranged DPS or healer, or 3% for all other roles.
Duration: 15s Additional Effect: Grants a Lunar Sign when used in combat Only one arcanum effect can be applied to a target at a time.

※This action cannot be assigned to a hotbar.",0.0,1.0
4406,,the Spire,"Increases damage dealt by a party member or self by 6% if target is ranged DPS or healer, or 3% for all other roles.
Duration: 15s Additional Effect: Grants a Celestial Sign when used in combat Only one arcanum effect can be applied to a target at a time.

※This action cannot be assigned to a hotbar.",0.0,1.0
4407,,the Balance,"Increases target and nearby party members' damage dealt by 5%.
Duration: 30s",0.0,30.0
4408,,the Bole,"Reduces target and nearby party members' damage taken by 10%.
Duration: 30s",0.0,30.0
4409,,the Arrow,"Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay of target and nearby party members by 5%.
Duration: 30s",0.0,30.0
4410,,the Spear,"Increases critical hit rate for target and all nearby party members by 5%.
Duration: 30s",0.0,30.0
4411,,the Ewer,"Refreshes target's MP and the MP of all nearby party members.
Potency: 25
Duration: 15s",0.0,30.0
4412,,the Spire,"Refreshes target's TP and the TP of all nearby party members.
Duration: 15s",0.0,30.0
4413,,the Balance,"Increases damage dealt by a party member or self by 10%.
Duration: 30s",0.0,30.0
4414,,the Bole,"Reduces damage taken by a party member or self by 20%.
Duration: 30s",0.0,30.0
4415,,the Arrow,"Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay of a party member or self by 10%.
Duration: 30s",0.0,30.0
4416,,the Spear,"Increases critical hit rate for a party member or self by 10%.
Duration: 30s",0.0,30.0
4417,,the Ewer,"Gradually restores own MP or the MP of a target party member.
Potency: 50
Duration: 15s",0.0,30.0
4418,,the Spire,"Gradually restores own TP or the TP of a target party member.
Duration: 15s",0.0,30.0
4419,,the Balance,"Increases target and nearby party members' damage dealt by 5%.
Duration: 30s",0.0,30.0
4420,,the Bole,"Reduces target and nearby party members' damage taken by 10%.
Duration: 30s",0.0,30.0
4421,,the Arrow,"Reduces weaponskill cast time and recast time, spell cast time and recast time, and auto-attack delay of target and nearby party members by 5%.
Duration: 30s",0.0,30.0
4422,,the Spear,"Increases critical hit rate for target and all nearby party members by 5%.
Duration: 30s",0.0,30.0
4423,,the Ewer,"Refreshes target's MP and the MP of all nearby party members.
Potency: 25
Duration: 15s",0.0,30.0
4424,,the Spire,"Refreshes target's TP and the TP of all nearby party members.
Duration: 15s",0.0,30.0
4560,,Collectable Synthesis,Use existing recipes to create collectables without increasing step count.,0.0,0.0
4561,,Collectable Synthesis,Use existing recipes to create collectables without increasing step count.,0.0,0.0
4562,,Collectable Synthesis,Use existing recipes to create collectables without increasing step count.,0.0,0.0
4563,,Collectable Synthesis,Use existing recipes to create collectables without increasing step count.,0.0,0.0
4564,,Collectable Synthesis,Use existing recipes to create collectables without increasing step count.,0.0,0.0
4565,,Collectable Synthesis,Use existing recipes to create collectables without increasing step count.,0.0,0.0
4566,,Collectable Synthesis,Use existing recipes to create collectables without increasing step count.,0.0,0.0
4567,,Collectable Synthesis,Use existing recipes to create collectables without increasing step count.,0.0,0.0
4568,,Name of the Wind,"For the next five steps, Brand of Wind efficiency is increased. Increase determined by current progress.

Only one Name of the Element action can be used per synthesis.",0.0,0.0
4569,,Name of Fire,"For the next five steps, Brand of Fire efficiency is increased. Increase determined by current progress.

Only one Name of the Element action can be used per synthesis.",0.0,0.0
4570,,Name of Ice,"For the next five steps, Brand of Ice efficiency is increased. Increase determined by current progress.

Only one Name of the Element action can be used per synthesis.",0.0,0.0
4571,,Name of Earth,"For the next five steps, Brand of Earth efficiency is increased. Increase determined by current progress.

Only one Name of the Element action can be used per synthesis.",0.0,0.0
4572,,Name of Lightning,"For the next five steps, Brand of Lightning efficiency is increased. Increase determined by current progress.

Only one Name of the Element action can be used per synthesis.",0.0,0.0
4573,,Name of Water,"For the next five steps, Brand of Water efficiency is increased. Increase determined by current progress.

Only one Name of the Element action can be used per synthesis.",0.0,0.0
4587,,Pick Clean,"Reduces the chance of obtaining HQ items to 0% but increases item yield by up to three. Number determined by your perception rating.
Does not increase item yield if all gathering node items start at 0%.",0.0,0.0
4588,,Pick Clean,"Reduces the chance of obtaining HQ items to 0% but increases item yield by up to three. Number determined by your perception rating.
Does not increase item yield if all gathering node items start at 0%.",0.0,0.0
4591,,Identical Gig,"Ensures you catch the same fish you previously caught. Has no effect on some fish.
Overwrites the effect of Veteran Trade upon execution.",0.0,0.0
4593,,Stickler,"Appraise a gathering node for collectables.

Increases item rarity by perception x0.5.
Does not affect item wear. Can only be used once on a single gathering node.
Uses one gathering attempt.",0.0,0.0
4594,,Stickler,"Appraise a gathering node for collectables.

Increases item rarity by perception x0.5.
Does not affect item wear. Can only be used once on a single gathering node.
Uses one gathering attempt.",0.0,0.0
4597,,Reuse,"Grants Reusing. Chance to become available upon reaching maximum item quality.
Reusing Effect: A portion of ingredients used to synthesize item are returned to your inventory when synthesis is complete",0.0,0.0
4598,,Reuse,"Grants Reusing. Chance to become available upon reaching maximum item quality.
Reusing Effect: A portion of ingredients used to synthesize item are returned to your inventory when synthesis is complete",0.0,0.0
4599,,Reuse,"Grants Reusing. Chance to become available upon reaching maximum item quality.
Reusing Effect: A portion of ingredients used to synthesize item are returned to your inventory when synthesis is complete",0.0,0.0
4600,,Reuse,"Grants Reusing. Chance to become available upon reaching maximum item quality.
Reusing Effect: A portion of ingredients used to synthesize item are returned to your inventory when synthesis is complete",0.0,0.0
4601,,Reuse,"Grants Reusing. Chance to become available upon reaching maximum item quality.
Reusing Effect: A portion of ingredients used to synthesize item are returned to your inventory when synthesis is complete",0.0,0.0
4602,,Reuse,"Grants Reusing. Chance to become available upon reaching maximum item quality.
Reusing Effect: A portion of ingredients used to synthesize item are returned to your inventory when synthesis is complete",0.0,0.0
4603,,Reuse,"Grants Reusing. Chance to become available upon reaching maximum item quality.
Reusing Effect: A portion of ingredients used to synthesize item are returned to your inventory when synthesis is complete",0.0,0.0
4604,,Reuse,"Grants Reusing. Chance to become available upon reaching maximum item quality.
Reusing Effect: A portion of ingredients used to synthesize item are returned to your inventory when synthesis is complete",0.0,0.0
4605,,Mind of the Mountaineer,"Increases the chance of obtaining items while gathering by 10%, while increasing the chance of obtaining HQ items by 20%. Does not increase chances for items which start at 0%.",0.0,0.0
4606,,Mind of the Pioneer,"Increases the chance of obtaining items while gathering by 10%, while increasing the chance of obtaining HQ items by 20%. Does not increase chances for items which start at 0%.",0.0,0.0
4607,,Steady Hand II,Improves action success rate by 30% for the next five steps.,0.0,0.0
4608,,Steady Hand II,Improves action success rate by 30% for the next five steps.,0.0,0.0
4609,,Steady Hand II,Improves action success rate by 30% for the next five steps.,0.0,0.0
4610,,Steady Hand II,Improves action success rate by 30% for the next five steps.,0.0,0.0
4611,,Steady Hand II,Improves action success rate by 30% for the next five steps.,0.0,0.0
4612,,Steady Hand II,Improves action success rate by 30% for the next five steps.,0.0,0.0
4613,,Steady Hand II,Improves action success rate by 30% for the next five steps.,0.0,0.0
4614,,Steady Hand II,Improves action success rate by 30% for the next five steps.,0.0,0.0
4615,,Name of the Elements,"For the next three steps, Brand of the Elements efficiency is increased by up to 200%. Increase determined by current progress.
Can only be used once per synthesis.",0.0,0.0
4616,,Name of the Elements,"For the next three steps, Brand of the Elements efficiency is increased by up to 200%. Increase determined by current progress.
Can only be used once per synthesis.",0.0,0.0
4617,,Name of the Elements,"For the next three steps, Brand of the Elements efficiency is increased by up to 200%. Increase determined by current progress.
Can only be used once per synthesis.",0.0,0.0
4618,,Name of the Elements,"For the next three steps, Brand of the Elements efficiency is increased by up to 200%. Increase determined by current progress.
Can only be used once per synthesis.",0.0,0.0
4619,,Name of the Elements,"For the next three steps, Brand of the Elements efficiency is increased by up to 200%. Increase determined by current progress.
Can only be used once per synthesis.",0.0,0.0
4620,,Name of the Elements,"For the next three steps, Brand of the Elements efficiency is increased by up to 200%. Increase determined by current progress.
Can only be used once per synthesis.",0.0,0.0
4621,,Name of the Elements,"For the next three steps, Brand of the Elements efficiency is increased by up to 200%. Increase determined by current progress.
Can only be used once per synthesis.",0.0,0.0
4622,,Name of the Elements,"For the next three steps, Brand of the Elements efficiency is increased by up to 200%. Increase determined by current progress.
Can only be used once per synthesis.",0.0,0.0
4623,,Ingenuity,"For the next five steps, effectiveness of Touch and Synthesis actions is increased.",0.0,0.0
4624,,Ingenuity,"For the next five steps, effectiveness of Touch and Synthesis actions is increased.",0.0,0.0
4625,,Ingenuity,"For the next five steps, effectiveness of Touch and Synthesis actions is increased.",0.0,0.0
4626,,Ingenuity,"For the next five steps, effectiveness of Touch and Synthesis actions is increased.",0.0,0.0
4627,,Ingenuity,"For the next five steps, effectiveness of Touch and Synthesis actions is increased.",0.0,0.0
4628,,Ingenuity,"For the next five steps, effectiveness of Touch and Synthesis actions is increased.",0.0,0.0
4629,,Ingenuity,"For the next five steps, effectiveness of Touch and Synthesis actions is increased.",0.0,0.0
4630,,Ingenuity,"For the next five steps, effectiveness of Touch and Synthesis actions is increased.",0.0,0.0
4645,,Empty Road,Cancel the stored Royal Road effect.,0.0,3.0
4646,,Undraw Spread,Return the arcanum currently in your spread back to your deck.,0.0,3.0
6844,,Benediction,Restores all of a target's HP.,5.0,0.0
7398,,Dragon Sight,"Grants Right Eye to self, increasing damage dealt by 10% and nullifying all action direction requirements. Also grants target party member Left Eye, increasing damage dealt by 5%.
Duration: 20s",0.0,120.0
7417,,Bishop Overload,"Bishop Autoturret under the effect of Bishop Overdrive deals damage with a potency of 600 to all nearby enemies. Autoturret is removed from the battlefield after execution.

※This action cannot be assigned to a hotbar.",0.0,0.0
7423,,Aetherpact,"Orders pet to execute Devotion.
Devotion Effect: Increases damage dealt by all party members within a 15-yalm radius by 5%
Duration: 15s",0.0,180.0
7424,,Bio III,"Deals unaspected damage over time.
Potency: 45
Duration: 30s",0.0,2.5
7425,,Miasma III,"Deals unaspected damage with a potency of 45.
Additional Effect: Unaspected damage over time
Potency: 45
Duration: 30s",2.5,2.5
7443,,Minor Arcana,"Draws either the Lord of Crowns or the Lady of Crowns from your divining deck.
Action changes to the drawn arcanum.
Can only be executed while in combat.",0.0,60.0
7448,,Sleeve Draw,"Draws a card (arcanum) from your divining deck.
You cannot draw an arcanum if you are aligned with its Seal of Arcana. When aligned with all three seals, any arcanum may be drawn.
Additional Effect: Restores 8% of maximum MP",0.0,180.0
7450,,Devotion,"Increases damage dealt by all party members within a 15-yalm radius by 5%.
Duration: 15s

※This action cannot be assigned to a hotbar.",0.0,0.0
7494,,Hissatsu: Kaiten,"Increases potency of next weaponskill by 50%.
Duration: 10s
Kenki Gauge Cost: 20",0.0,1.0
7500,,Ageha,Delivers an attack with a potency of 250. Additional Effect: Increases Kenki Gauge by 10 (30 if killing blow is dealt) Can only be executed when target's HP is below 20%.,0.0,60.0
7501,,Hissatsu: Seigan,"Delivers an attack with a potency of 220.
Kenki Gauge Cost: 15
Can only be executed while under the effect of Eyes Open.
Shares a recast timer with Merciful Eyes.",0.0,1.0
7502,,Merciful Eyes,"Instantly restores own HP.
Cure Potency: 200
Can only be executed while under the effect of Eyes Open.
Shares a recast timer with Hissatsu: Seigan.",0.0,1.0
7508,,Tether,"Binds target and all nearby enemies.
Duration: 20s
Cancels auto-attack upon execution.",2.5,2.5
7522,,Impact,"Deals unaspected damage with a potency of 270.
Additional Effect: Increases both Black Mana and White Mana by 4
Can only be executed while under the effect of Impactful.",2.0,2.5
7532,,Convalescence,"Increases own HP recovery via healing magic by 20%. 
Duration: 20s",0.0,120.0
7534,,Awareness,"Nullifies chance of suffering critical damage.
Duration: 25s",0.0,120.0
7536,,Anticipation,"Increases parry rate by 30%.
Duration: 20s",0.0,60.0
7539,,Ultimatum,"Provoke nearby enemies, placing yourself at the top of their enmity list.",0.0,90.0
7543,,Goad,"Refreshes TP of a single party member.
Duration: 30s",0.0,180.0
7544,,Invigorate,Instantly restores 400 TP.,0.0,120.0
7545,,Diversion,"Reduces enmity generation.
Duration: 30s",0.0,120.0
7547,,Crutch,Removes Bind and Heavy from target party member other than self.,0.0,90.0
7550,,Palisade,"Reduces physical damage taken by a party member by 20%.
Duration: 10s",0.0,150.0
7552,,Arm Graze,"Stuns target.
Duration: 2s",0.0,25.0
7555,,Tactician,"Gradually restores own TP and the TP of all nearby party members.
Duration: 30s
Additional Effect: Halves enmity",0.0,180.0
7556,,Refresh,"Gradually restores own MP and the MP of all nearby party members.
Duration: 30s
Additional Effect: Halves enmity",0.0,180.0
7558,,Break,"Deals unaspected damage with a potency of 50.
Additional Effect: Heavy +20%
Duration: 20s",2.5,2.5
7563,,Apocatastasis,"Reduces a party member's magic vulnerability by 20%.
Duration: 10s",0.0,90.0
7564,,Drain,"Deals unaspected damage with a potency of 80.
Additional Effect: Absorbs a portion of damage dealt as HP",2.5,2.5
7565,,Mana Shift,Transfers up to 20% of own maximum MP to target party member.,0.0,120.0
7566,,Erase,"Removes a single damage over time effect from target party member other than self.
Additional Effect: Restores target's HP
Cure Potency: 200",0.0,90.0
7567,,Cleric Stance,"Increases attack magic potency by 5%.
Duration: 15s",0.0,90.0
7569,,Eye for an Eye,"Erects a magicked barrier around a single party member or pet.
Duration: 20s
Barrier Effect: 20% chance that when barrier is struck, the striker will deal 10% less damage
Duration: 10s",0.0,180.0
7570,,Largesse,"Increases healing magic potency by 20%.
Duration: 20s",0.0,90.0
7572,,Protect,"Increases the physical and magic defense of target and all party members nearby target.
Duration: 30m",3.0,2.5
7634,,Gig Head,Replace the head on your gig with one of a different size.,0.0,0.0
7855,,Hissatsu: Chiten,"Reduces damage taken by 50% and counters up to the next 5 attacks.
Counter Potency: 1,200
Duration: 6s
Counter Bonus: Increases Kenki Gauge by 5
Kenki Gauge Cost: 25",0.0,30.0
7857,,Hissatsu: Soten,"Move quickly to the specified location, delivering an attack with a potency of 1,600 to all enemies in your path.
Kenki Gauge Cost: 25
Cannot be executed while bound.",0.0,15.0
7858,,Monomachy,"Increases damage dealt to target by 10% while lowering damage taken from target by 10%.
Effect ends upon executing action on a different target.",0.0,10.0
7859,,Flunge,"Delivers an attack to all enemies in a cone before you with a potency of 1,000 for the first enemy, 25% less for the second, 50% less for the third, and 75% less for all remaining enemies.
Additional Effect: Heavy +50%
Duration: 3s",0.0,1.5
